cust_code,seq_num,address_1,city,state,zip,reason
"EDEN1000",111,"2009,2011 NE Heritage Drive","Grimes","IA","50111","no_leading_number"
"EDEN1000",110,"2005,2007 NE Heritage Drive","Grimes","IA","50111","no_leading_number"
"EDEN1000",9,"2803/2901 SE Keystone Drive","Grimes","IA","50111","no_leading_number"
"EDEN1000",99,"1911,1913 NE Heritage Drive","Grimes","IA","50111","no_leading_number"
"EDEN1000",17,"2903-2905 SE Keystone","Grimes","IA","50111","no_leading_number"
"EDEN1000",113,"2017,2019  NE Heritage Drive","Grimes","IA","50111","no_leading_number"
"EDEN1000",100,"2001,2003 NE Heritage Drive","Grimes","IA","50111","no_leading_number"
"EDEN1000",112,"2013,2015 NE Heritage Drive","Grimes","IA","50111","no_leading_number"
"EDEN1000",98,"207,209 NE Heritage Drive","Grimes","IA","50111","no_leading_number"
"EDGE1000",71,"JOB#S1406619","Grimes","IA","50111","no_leading_number"
"EDGE1000",69,"Job S1606619 Will Call","Grimes","IA","50111","no_leading_number"
"EDGE1000",63,"Ruan22HR","Grimes","IA","50111","no_leading_number"
"ENGE1000",13,"Will Call  308","Grimes","IA","50111","no_leading_number"
"EXTE1000",9,"PO# 43666","Grimes","IA","50111","no_leading_number"
"FBMG1000",3,"33-06595","Grimes","IA","50111","no_leading_number"
"FIRS1000",1064,"Truck 64 Restock","Grimes","IA","50111","no_leading_number"
"FIRS1000",332,"Meadow Lanes 32","Grimes","IA","50111","no_leading_number"
"FIRS1000",404,"Oakwood Terrace - 17","Grimes","IA","50111","no_leading_number"
"FIRS1000",436,"Maze #2","Grimes","IA","50111","no_leading_number"
"FIRS1000",548,"Plaza Manor Unit 41","Grimes","IA","50111","no_leading_number"
"FIRS1000",1079,"159th Street Job","Grimes","IA","50111","no_leading_number"
"FIRS1000",288,"151","Grimes","IA","50111","no_leading_number"
"FLOO1100",113,"PO 803859","Grimes","IA","50111","no_leading_number"
"FLOO1100",159,"CG907188","Grimes","IA","50111","no_leading_number"
"FLOO1100",196,"PO-CG006999","Grimes","IA","50111","no_leading_number"
"FLOO1100",92,"PO# CG705866, Will Call","Grimes","IA","50111","no_leading_number"
"FLOO1100",125,"PO CG-808485","Grimes","IA","50111","no_leading_number"
"FLOO1100",156,"CG-906629","Grimes","IA","50111","no_leading_number"
"FLOO1100",174,"CG- 004673","Grimes","IA","50111","no_leading_number"
"FLOO1100",264,"CG-207654","Grimes","IA","50111","no_leading_number"
"FLOO1100",166,"# CG002035","Grimes","IA","50111","no_leading_number"
"FLOO1100",120,"CG807068","Grimes","IA","50111","no_leading_number"
"FLOO1100",257,"CS-113556","Grimes","IA","50111","no_leading_number"
"FLOO1100",215,"CG 107304","Grimes","IA","50111","no_leading_number"
"FLOO1100",221,"CG107-806","Grimes","IA","50111","no_leading_number"
"FLOO1100",133,"CG 901853","Grimes","IA","50111","no_leading_number"
"FLOO1100",155,"CG905588","Grimes","IA","50111","no_leading_number"
"FLOO1100",126,"PO CG808502","Grimes","IA","50111","no_leading_number"
"FLOO1100",252,"112757","Grimes","IA","50111","no_leading_number"
"FLOO1100",337,"CG313480","Grimes","IA","50111","no_leading_number"
"FLOO1100",240,"PO - CG111042","Grimes","IA","50111","no_leading_number"
"FLOO1100",185,"CG-006938","Grimes","IA","50111","no_leading_number"
"FLOO1100",263,"CG-207949","Grimes","IA","50111","no_leading_number"
"FLOO1100",195,"PO-006999","Grimes","IA","50111","no_leading_number"
"FLOO1100",147,"CG904-437","Grimes","IA","50111","no_leading_number"
"FLOO1100",53,"CG506033","Grimes","IA","50111","no_leading_number"
"FLOO1100",208,"CG106876","Grimes","IA","50111","no_leading_number"
"FLOO1100",142,"CG903929","Grimes","IA","50111","no_leading_number"
"FLOO1100",146,"CG-904065","Grimes","IA","50111","no_leading_number"
"FLOO1100",98,"Gabus ( CG-707387 )","Grimes","IA","50111","no_leading_number"
"FLOO1100",383,"FD 000467","Grimes","IA","50111","no_leading_number"
"FLOO1100",161,"CG-906455","Grimes","IA","50111","no_leading_number"
"GATO1000",6,"Walnut Creek  -  Plat 13","Grimes","IA","50111","no_leading_number"
"GATO1000",3,"Orchard Trail #3&4","Grimes","IA","50111","no_leading_number"
"GATO1000",2,"Berkshire Plat #4","Grimes","IA","50111","no_leading_number"
"GATO1000",9,"070708","Grimes","IA","50111","no_leading_number"
"GRAH1000",103,"Job # 22-339-22","Grimes","IA","50111","no_leading_number"
"GRAH1000",113,"Job #24-401-00","Grimes","IA","50111","no_leading_number"
"GREI1100",3,"22-1099","Grimes","IA","50111","no_leading_number"
"HAGE1000",35,"Paririe Businees Park SE 37th","Grimes","IA","50111","no_leading_number"
"HAGE1000",84,"4th Street","Grimes","IA","50111","no_leading_number"
"HALD1000",10,"PO#36481","Grimes","IA","50111","no_leading_number"
"HANS1000",2,"Highway 141 & SE 37th","Grimes","IA","50111","no_leading_number"
"HANS1000",32,"14322","Grimes","IA","50111","no_leading_number"
"HANS1000",96,"PO 36140","Grimes","IA","50111","no_leading_number"
"HAYC1000",17,"BCLUW #19182","Grimes","IA","50111","no_leading_number"
"HILS1000",550,"Bondurant Business Park-Bldg 2","Grimes","IA","50111","no_leading_number"
"HILS1000",270,"Quick Trip - East14th & Euclid","Grimes","IA","50111","no_leading_number"
"HILS1000",364,"Pump Room - 128th","Grimes","IA","50111","no_leading_number"
"HILS1000",396,"DMACC- #12","Grimes","IA","50111","no_leading_number"
"HOME1800",129,"101,103 NW 22nd Court","Grimes","IA","50111","no_leading_number"
"HOME1800",142,"201,203 NW 22nd","Grimes","IA","50111","no_leading_number"
"HOME1800",152,"205-207 NW 22nd","Grimes","IA","50111","no_leading_number"
"HOME1800",184,"2402,2406 NE 6th Street","Grimes","IA","50111","no_leading_number"
"HOME1800",141,"109,111 NW 22nd","Grimes","IA","50111","no_leading_number"
"HOME1800",130,"105,107 NW 22nd Court","Grimes","IA","50111","no_leading_number"
"HUBB1000",51,"0206","Grimes","IA","50111","no_leading_number"
"HUBB1200",778,"401,403 SW Creekside Court","Grimes","IA","50111","no_leading_number"
"HUBB1200",835,"219,301 SE Creekside Court","Grimes","IA","50111","no_leading_number"
"HUBB1200",829,"303,305 SW Creekside Court","Grimes","IA","50111","no_leading_number"
"HUBB1200",837,"1017,1019 SW 4th Court","Grimes","IA","50111","no_leading_number"
"HUBB1200",773,"1012,1016 SW 5th Court","Grimes","IA","50111","no_leading_number"
"HUBB1200",798,"1001,1003 SW 4th Court","Grimes","IA","50111","no_leading_number"
"HUBB1200",499,"1011,1015 SW 4th Court","Grimes","IA","50111","no_leading_number"
"HUBB1200",775,"317,319 SE Creekside Court","Grimes","IA","50111","no_leading_number"
"HUBB1200",502,"1007,1009 SW 4th Court","Grimes","IA","50111","no_leading_number"
"HUBB1200",795,"1004,1008 SW 5th Court","Grimes","IA","50111","no_leading_number"
"HUBB1200",495,"1013,1017 SW 5th Court","Grimes","IA","50111","no_leading_number"
"HUSS1000",144,"PO#6059146","Grimes","IA","50111","no_leading_number"
"HUSS1000",145,"PO#6059145","Grimes","IA","50111","no_leading_number"
"HUSS1000",170,"F & F #4, Urbandale","Grimes","IA","50111","no_leading_number"
"HUSS1000",19,"Hy-Vee (W.D.M.) #1","Grimes","IA","50111","no_leading_number"
"HUSS1000",215,"P-10003458","Grimes","IA","50111","no_leading_number"
"HUSS1000",167,"F & F #3, Urbandale","Grimes","IA","50111","no_leading_number"
"HUSS1000",99,"Coralville #2","Grimes","IA","50111","no_leading_number"
"HUSS1000",146,"PO#6059148","Grimes","IA","50111","no_leading_number"
"HUSS1000",73,"PO 6002596","Grimes","IA","50111","no_leading_number"
"HUSS1000",169,"F & F #3, West Des Moines","Grimes","IA","50111","no_leading_number"
"HUSS1000",155,"PO#6076183","Grimes","IA","50111","no_leading_number"
"HUSS1000",43,"Rochester #2","Grimes","IA","50111","no_leading_number"
"HUSS1000",71,"6000177","Grimes","IA","50111","no_leading_number"
"HUSS1000",132,"PO 6041190","Grimes","IA","50111","no_leading_number"
"HUSS1000",44,"Cedar Rapids #-7","Grimes","IA","50111","no_leading_number"
"HUSS1000",131,"PO 6041189","Grimes","IA","50111","no_leading_number"
"HUSS1000",45,"Cedar Rapids #-1","Grimes","IA","50111","no_leading_number"
"HUSS1000",213,"P10003080","Grimes","IA","50111","no_leading_number"
"HUSS1000",101,"#-6024279","Grimes","IA","50111","no_leading_number"
"HUSS1000",128,"PO #-6038884","Grimes","IA","50111","no_leading_number"
"HUSS1000",177,"PO 6092069","Grimes","IA","50111","no_leading_number"
"HUSS1000",212,"P10003079","Grimes","IA","50111","no_leading_number"
"HUSS1000",168,"F & F #5, Urbandale","Grimes","IA","50111","no_leading_number"
"HUSS1000",88,"PO - 6014576","Grimes","IA","50111","no_leading_number"
"HUSS1000",214,"P-10003457","Grimes","IA","50111","no_leading_number"
"HUSS1000",147,"PO#6059150","Grimes","IA","50111","no_leading_number"
"HUST1000",6,"J1352","Grimes","IA","50111","no_leading_number"
"HUST1000",5,"J-1032","Grimes","IA","50111","no_leading_number"
"HUST1000",7,"J1300","Grimes","IA","50111","no_leading_number"
"HYVE1100",7,"PO V-996300","Grimes","IA","50111","no_leading_number"
"HYVE1100",6,"PO  V-996500","Grimes","IA","50111","no_leading_number"
"ICON1000",12,"SE 37th\ James Street","Grimes","IA","50111","no_leading_number"
"ICON1000",8,"SE 37th\ James Street","Grimes","IA","50111","no_leading_number"
"INST1100",570,"14417","Grimes","IA","50111","no_leading_number"
"IRON1300",4,"2017,2029 NE 15th Lane","Grimes","IA","50111","no_leading_number"
"IRON1300",3,"1400,1412 NE Primrose Lane","Grimes","IA","50111","no_leading_number"
"IRON1300",2,"2009,2013 NE 15th Lane","Grimes","IA","50111","no_leading_number"
"JCTO1000",117,"Menards,  1st Street","Grimes","IA","50111","no_leading_number"
"JENC1000",8,"27th & Vine","Grimes","IA","50111","no_leading_number"
"JENS1000",750,"17-221","Grimes","IA","50111","no_leading_number"
"JENS1000",984,"20-112","Grimes","IA","50111","no_leading_number"
"JENS1000",938,"19-185","Grimes","IA","50111","no_leading_number"
"JENS1000",1373,"Job #24168","Grimes","IA","50111","no_leading_number"
"JENS1000",493,"14-703","Grimes","IA","50111","no_leading_number"
"JENS1000",880,"19-109","Grimes","IA","50111","no_leading_number"
"JENS1000",515,"Camp Dodge  #14191","Grimes","IA","50111","no_leading_number"
"JENS1000",1252,"Des Moines Airport-Bldg 57","Grimes","IA","50111","no_leading_number"
"JENS1000",668,"Job # 17-006","Grimes","IA","50111","no_leading_number"
"JENS1000",928,"Job #19-141","Grimes","IA","50111","no_leading_number"
"JENS1000",583,"15-147","Grimes","IA","50111","no_leading_number"
"JENS1000",597,"Findley Elementry 16-046","Grimes","IA","50111","no_leading_number"
"JENS1000",422,"Easter Seals #14999","Grimes","IA","50111","no_leading_number"
"JENS1000",1159,"HyVee  #4","Grimes","IA","50111","no_leading_number"
"JENS1000",806,"Job # 18-132","Grimes","IA","50111","no_leading_number"
"JENS1000",672,"Job #15-122","Grimes","IA","50111","no_leading_number"
"JENS1000",997,"20-133","Grimes","IA","50111","no_leading_number"
"JENS1000",671,"Job 16-230","Grimes","IA","50111","no_leading_number"
"JENS1000",565,"Job # 15-127","Grimes","IA","50111","no_leading_number"
"JENS1000",555,"Job14-165","Grimes","IA","50111","no_leading_number"
"JENS1000",520,"Job 14-174","Grimes","IA","50111","no_leading_number"
"JENS1000",1293,"DOT  22-152","Grimes","IA","50111","no_leading_number"
"JENS1000",85,"Job 21203","Grimes","IA","50111","no_leading_number"
"JENS1000",945,"Job 20-057","Grimes","IA","50111","no_leading_number"
"JENS1000",875,"Turner 19-090","Grimes","IA","50111","no_leading_number"
"JENS1000",666,"17-024","Grimes","IA","50111","no_leading_number"
"JENS1000",967,"Job #2043","Grimes","IA","50111","no_leading_number"
"JENS1000",687,"Monsanto Job# 17-101","Grimes","IA","50111","no_leading_number"
"JENS1000",669,"James/SE 37th Street","Grimes","IA","50111","no_leading_number"
"JENS1000",905,"20-011","Grimes","IA","50111","no_leading_number"
"JENS1000",856,"18-151","Grimes","IA","50111","no_leading_number"
"JENS1000",1130,"Shop  22-997","Grimes","IA","50111","no_leading_number"
"JENS1000",950,"Job # 20-061","Grimes","IA","50111","no_leading_number"
"JENS1000",675,"Pur Foods  16074","Grimes","IA","50111","no_leading_number"
"JENS1100",42,"Job 21-702","Grimes","IA","50111","no_leading_number"
"JENS1100",14,"US Highway 34 Bridge","Grimes","IA","50111","no_leading_number"
"JENS1100",46,"Job 21701","Grimes","IA","50111","no_leading_number"
"JENS1100",16,"Job # 21315","Grimes","IA","50111","no_leading_number"
"JENS1100",45,"Job 21601","Grimes","IA","50111","no_leading_number"
"JENS1100",34,"Job #21522","Grimes","IA","50111","no_leading_number"
"JENS1100",24,"PO-21419","Grimes","IA","50111","no_leading_number"
"JENS1100",37,"21524","Grimes","IA","50111","no_leading_number"
"JENS1100",60,"Job #-22011","Grimes","IA","50111","no_leading_number"
"JENS1100",28,"Job # 21418","Grimes","IA","50111","no_leading_number"
"JENS1100",31,"21505","Grimes","IA","50111","no_leading_number"
"JENS1100",9,"#-21301","Grimes","IA","50111","no_leading_number"
"JENS1100",17,"Job # 21404","Grimes","IA","50111","no_leading_number"
"JENS1100",56,"21-060","Grimes","IA","50111","no_leading_number"
"JENS1100",63,"25-103 ","Grimes","IA","50111","no_leading_number"
"JENS1100",29,"Job #21516","Grimes","IA","50111","no_leading_number"
"JENS1100",20,"Highway-65 Bypass","Grimes","IA","50111","no_leading_number"
"JENS1100",8,"#-21213","Grimes","IA","50111","no_leading_number"
"JENS1100",21,"PO#21403","Grimes","IA","50111","no_leading_number"
"JENS1100",19,"Job # 21406","Grimes","IA","50111","no_leading_number"
"JENS1100",13,"Highway 65 Bypass","Grimes","IA","50111","no_leading_number"
"JORD1200",3,"PO Box 19","Grimes","IA","50111","no_leading_number"
"KLIN1000",8,"S-1570","Grimes","IA","50111","no_leading_number"
"KLIN1000",12,"PO-2431","Grimes","IA","50111","no_leading_number"
"KOES1000",304,"Discount Tire - 14th Street","Grimes","IA","50111","no_leading_number"
"KOES1000",110,"Polk City 2,895 Sq. Ft.  Bldg","Grimes","IA","50111","no_leading_number"
"KOES1000",324,"25x50 Addition","Grimes","IA","50111","no_leading_number"
"KOES1000",405,"I-35","Grimes","IA","50111","no_leading_number"
"KOES1000",293,"Colfax --Job 17013","Grimes","IA","50111","no_leading_number"
"KOES1000",465,"6th Street Flats","Grimes","IA","50111","no_leading_number"
"KOES1000",305,"044936","Grimes","IA","50111","no_leading_number"
"KOES1000",74,"18th And High","Grimes","IA","50111","no_leading_number"
"KRMD1000",664,"207,211 NE Ewing Street","Grimes","IA","50111","no_leading_number"
"KVHO1000",11,"PO 2179","Grimes","IA","50111","no_leading_number"
"KWAL1000",15,"13713","Grimes","IA","50111","no_leading_number"
"LANG1300",64,"19170","Grimes","IA","50111","no_leading_number"
"LARS1000",51,"14-011","Grimes","IA","50111","no_leading_number"
"LEAD1000",15,"#2","Grimes","IA","50111","no_leading_number"
"LEAF1000",242,"Job #-2107","Grimes","IA","50111","no_leading_number"
"LEGE1100",25,"Destination176","Grimes","IA","50111","no_leading_number"
"LOGA1000",19,"Miehe Drive #38","Grimes","IA","50111","no_leading_number"
"MADS1000",19,"44th Street - Ankeny","Grimes","IA","50111","no_leading_number"
"MAST1100",97,"500,502 James Street","Grimes","IA","50111","no_leading_number"
"MAST1100",9,"1007,09,1011 SW 5th","Grimes","IA","50111","no_leading_number"
"McAN1000",14,"Job #-10736-6","Grimes","IA","50111","no_leading_number"
"McAN1000",20,"10800-5","Grimes","IA","50111","no_leading_number"
"McAN1000",27,"11065-6","Grimes","IA","50111","no_leading_number"
"McAN1000",11,"10710-6","Grimes","IA","50111","no_leading_number"
"McAN1000",10,"10709-6 Job#","Grimes","IA","50111","no_leading_number"
"McAN1000",15,"10755-6","Grimes","IA","50111","no_leading_number"
"McAN1000",12,"10738-6","Grimes","IA","50111","no_leading_number"
"McAN1000",4,"10520-6","Grimes","IA","50111","no_leading_number"
"McAN1000",2,"Job #10477-6","Grimes","IA","50111","no_leading_number"
"McAN1000",26,"Woodhaven Plot#3","Grimes","IA","50111","no_leading_number"
"McAN1000",18,"10759-6 Job #","Grimes","IA","50111","no_leading_number"
"McAN1000",21,"Job 10800-5","Grimes","IA","50111","no_leading_number"
"McAN1000",5,"Job 10553-6","Grimes","IA","50111","no_leading_number"
"McAN1000",24,"10852-6","Grimes","IA","50111","no_leading_number"
"McAN1000",7,"10624-6 Job #","Grimes","IA","50111","no_leading_number"
"McAN1000",9,"10691-6","Grimes","IA","50111","no_leading_number"
"McAN1000",25,"Indy Run Job#109846","Grimes","IA","50111","no_leading_number"
"MIDW1000",1371,"23-042121","Grimes","IA","50111","no_leading_number"
"MIDW1000",833,"Randolf Job 22-041604","Grimes","IA","50111","no_leading_number"
"MIDW1000",1166,"Indianola  13-071909","Grimes","IA","50111","no_leading_number"
"MIDW1000",1393,"23082105","Grimes","IA","50111","no_leading_number"
"MIDW1000",960,"6/0 Dble Door, Oak","Grimes","IA","50111","no_leading_number"
"MIDW1000",1428,"23-091908","Grimes","IA","50111","no_leading_number"
"MIDW1000",1451,"Poi 23-032207","Grimes","IA","50111","no_leading_number"
"MIDW1000",1336,"VanGendren-23","Grimes","IA","50111","no_leading_number"
"MIDW1000",1372,"13-092109","Grimes","IA","50111","no_leading_number"
"MIDW1000",1443,"13052218","Grimes","IA","50111","no_leading_number"
"MIDW1000",950,"IA State Fair Booth-2017","Grimes","IA","50111","no_leading_number"
"MIDW1000",947,"PO 23-061706","Grimes","IA","50111","no_leading_number"
"MIDW1000",1450,"PO 13072204","Grimes","IA","50111","no_leading_number"
"MIDW1000",1376,"23052104","Grimes","IA","50111","no_leading_number"
"MIDW1000",1502,"23-022305","Grimes","IA","50111","no_leading_number"
"MIDW1000",1503,"Department 3 Inventory","Grimes","IA","50111","no_leading_number"
"MIDW1000",1624,"Home & Garden Show 2025","Grimes","IA","50111","no_leading_number"
"MONA1100",18,"Job# 18025 (Rodgers)","Grimes","IA","50111","no_leading_number"
"NORT1500",8,"Knoxville 3M","Grimes","IA","50111","no_leading_number"
"NORW1000",26,"A-858","Grimes","IA","50111","no_leading_number"
"NORW1000",31,"A-1404","Grimes","IA","50111","no_leading_number"
"NORW1000",13,"G12-54","Grimes","IA","50111","no_leading_number"
"NORW1000",35,"M-58 Elkhart","Grimes","IA","50111","no_leading_number"
"NORW1000",12,"G1220","Grimes","IA","50111","no_leading_number"
"NUVU1000",211,"58th Street WDM","Grimes","IA","50111","no_leading_number"
"NUVU1000",279,"98th Street","Grimes","IA","50111","no_leading_number"
"NUVU1000",98,"80th Place","Grimes","IA","50111","no_leading_number"
"NUVU1000",126,"Hedrick, Job #4272","Grimes","IA","50111","no_leading_number"
"OTHE1000",20,"Reed Residence 8th Street","Grimes","IA","50009","no_leading_number"
"OUTD1000",218,"Home & Garden Show 2018","Grimes","IA","50111","no_leading_number"
"PATT1600",34,"4109","Grimes","IA","50111","no_leading_number"
"PDMP1000",2,"PO # G-1036","Grimes","IA","50111","no_leading_number"
"PEND1000",29,"C-10 Westbury","Grimes","IA","50111","no_leading_number"
"PEND1000",84,"6th Avenue","Grimes","IA","50111","no_leading_number"
"PERF1100",4,"PO#16186","Grimes","IA","50111","no_leading_number"
"PERF1100",3,"PO#11660-DV","Grimes","IA","50111","no_leading_number"
"PERF1300",24,"ATN2","Grimes","IA","50111","no_leading_number"
"PERF1300",32,"Job 20-00875","Grimes","IA","50111","no_leading_number"
"PERF1300",29,"DM4","Grimes","IA","50111","no_leading_number"
"PERF1300",34,"21-017","Grimes","IA","50111","no_leading_number"
"PREF1000",138,"Colony Park # 601","Grimes","IA","50111","no_leading_number"
"PREF1000",216,"Get & Go  #25","Grimes","IA","50111","no_leading_number"
"PREF1000",262,"Job 3930","Grimes","IA","50111","no_leading_number"
"PREF1000",140,"Westridge #2","Grimes","IA","50111","no_leading_number"
"PREF1000",71,"Colony Park - Suite 130","Grimes","IA","50111","no_leading_number"
"PREF1000",39,"A1 Lawn Care","Grimes","IA","50111","no_leading_number"
"PREF1000",303,"Lot 6 ","Grimes","IA","50111","no_leading_number"
"PREF1000",121,"Quik Trip Store 0530","Grimes","IA","50111","no_leading_number"
"PREF1000",259,"Century 21","Grimes","IA","50111","no_leading_number"
"PREF1000",295,"Building #2 ","Grimes","IA","50111","no_leading_number"
"PREM2100",9,"PO 18163","Grimes","IA","50111","no_leading_number"
"PROR1000",81,"PO#516041","Grimes","IA","50111","no_leading_number"
"PROR1000",137,"Job# 24-280","Grimes","IA","50111","no_leading_number"
"PROR1000",111,"Job 23-076","Grimes","IA","50111","no_leading_number"
"PROR1000",80,"PO#418257","Grimes","IA","50111","no_leading_number"
"PROR1000",75,"PO - 586640","Grimes","IA","50111","no_leading_number"
"PROR1000",118,"Job 23-261","Grimes","IA","50111","no_leading_number"
"PROR1000",65,"PO-586910","Grimes","IA","50111","no_leading_number"
"PROR1000",79,"418038","Grimes","IA","50111","no_leading_number"
"PROR1000",122,"Job #24115","Grimes","IA","50111","no_leading_number"
"PROR1000",64,"403446","Grimes","IA","50111","no_leading_number"
"QUOT2016",54,"Master 3320 & 3221","Grimes","IA","50111","no_leading_number"
"QUOT2016",11,"Genuine Ranch 2016","Grimes","IA","50111","no_leading_number"
"QUOT2017",23,"Plan 1027-17","Grimes","IA","50111","no_leading_number"
"QUOT2020",23,"16x16 Deck","Grimes","IA","50111","no_leading_number"
"QUOT2020",20,"30x40 Garage","Grimes","IA","50111","no_leading_number"
"QUOT2025",5,"Quotes 2025 P4","Grimes","IA","50111","no_leading_number"
"QUOT2025",7,"Quotes 2025 P6","Grimes","IA","50111","no_leading_number"
"QUOT2025",1,"Quotes 2025","Grimes","IA","50111","no_leading_number"
"QUOT2025",11,"Quotes 2025 P10","Grimes","IA","50111","no_leading_number"
"QUOT2025",17,"Market 20","Grimes","IA","50111","no_leading_number"
"QUOT2025",9,"Quotes 2025 P8","Grimes","IA","50111","no_leading_number"
"QUOT2025",19,"Market 30","Grimes","IA","50111","no_leading_number"
"QUOT2025",13,"Quotes 2025 P12","Grimes","IA","50111","no_leading_number"
"QUOT2025",2,"Quotes 2025 P1","Grimes","IA","50111","no_leading_number"
"QUOT2025",12,"Quotes 2025 P11","Grimes","IA","50111","no_leading_number"
"QUOT2025",8,"Quotes 2025 P7","Grimes","IA","50111","no_leading_number"
"QUOT2025",4,"Quotes 2025 P3","Grimes","IA","50111","no_leading_number"
"QUOT2025",20,"Quotes 2025","Grimes","IA","50111","no_leading_number"
"QUOT2025",6,"Quotes 2025 P5","Grimes","IA","50111","no_leading_number"
"QUOT2025",18,"Market 25","Grimes","IA","50111","no_leading_number"
"QUOT2025",10,"Quotes 2025 P9","Grimes","IA","50111","no_leading_number"
"QUOT2025",14,"Quotes 2025 P13","Grimes","IA","50111","no_leading_number"
"QUOT2025",3,"Quotes 2025 P2","Grimes","IA","50111","no_leading_number"
"QUOT2026",17,"Market 30","Grimes","IA","50111","no_leading_number"
"QUOT2026",15,"Market 20","Grimes","IA","50111","no_leading_number"
"QUOT2026",6,"P5 Quotes","Grimes","IA","50111","no_leading_number"
"QUOT2026",10,"P9 Quotes","Grimes","IA","50111","no_leading_number"
"QUOT2026",14,"P13 Quotes","Grimes","IA","50111","no_leading_number"
"QUOT2026",9,"P8 Quotes","Grimes","IA","50111","no_leading_number"
"QUOT2026",16,"Market 25","Grimes","IA","50111","no_leading_number"
"QUOT2026",3,"P2 Quotes","Grimes","IA","50111","no_leading_number"
"QUOT2026",21,"Market 15","Grimes","IA","50111","no_leading_number"
"QUOT2026",12,"P11 Quotes","Grimes","IA","50111","no_leading_number"
"QUOT2026",5,"P4 Quotes","Grimes","IA","50111","no_leading_number"
"QUOT2026",11,"P10 Quotes","Grimes","IA","50111","no_leading_number"
"QUOT2026",7,"P6 Quotes","Grimes","IA","50111","no_leading_number"
"QUOT2026",13,"P12 Quotes","Grimes","IA","50111","no_leading_number"
"QUOT2026",4,"P3 Quotes","Grimes","IA","50111","no_leading_number"
"QUOT2026",8,"P7 Quotes","Grimes","IA","50111","no_leading_number"
"QUOT2026",2,"P1 Quotes","Grimes","IA","50111","no_leading_number"
"REDE1100",8,"Legacy Apts 4530-1","Grimes","IA","50111","no_leading_number"
"RELI1000",166,"PO 111111","Grimes","IA","50111","no_leading_number"
"RELI1000",120,"181032SC","Grimes","IA","50111","no_leading_number"
"RELI1000",122,"190022-SC","Grimes","IA","50111","no_leading_number"
"REST1000",41,"Hubbell - 9109","Grimes","IA","50111","no_leading_number"
"RICH1000",16,"28th Street, West Des Moines","Grimes","IA","50111","no_leading_number"
"RIGH1000",54,"PO 22169","Grimes","IA","50111","no_leading_number"
"RIGH1000",86,"PO 23739","Grimes","IA","50111","no_leading_number"
"RIGH1000",80,"PO 23766","Grimes","IA","50111","no_leading_number"
"RIGH1000",93,"PO 24533","Grimes","IA","50111","no_leading_number"
"RSCO1000",74,"East 27th & Easton","Grimes","IA","50111","no_leading_number"
"RSCO1000",191,"79th Street","Grimes","IA","50111","no_leading_number"
"SAUE1000",8,"42nd Street","Grimes","IA","50111","no_leading_number"
"SCRE1000",9,"PO#023","Grimes","IA","50111","no_leading_number"
"SELZ1100",25,"3031","Grimes","IA","50111","no_leading_number"
"SEPT1000",70,"Job #417010","Grimes","IA","50111","no_leading_number"
"SEPT1000",97,"Job#521007","Grimes","IA","50111","no_leading_number"
"SEPT1000",39,"4130355224","Grimes","IA","50111","no_leading_number"
"SEPT1000",98,"Job #521008","Grimes","IA","50111","no_leading_number"
"SEPT1000",51,"PO 416402","Grimes","IA","50111","no_leading_number"
"SEPT1000",80,"418008","Grimes","IA","50111","no_leading_number"
"SEPT1000",84,"042921","Grimes","IA","50111","no_leading_number"
"SEPT1000",77,"042773","Grimes","IA","50111","no_leading_number"
"SEPT1000",30,"Job #4-14008","Grimes","IA","50111","no_leading_number"
"SEPT1000",68,"41705","Grimes","IA","50111","no_leading_number"
"SEPT1000",29,"PO#41303","Grimes","IA","50111","no_leading_number"
"SEPT1000",87,"CTI--420-009","Grimes","IA","50111","no_leading_number"
"SEPT1000",72,"042263","Grimes","IA","50111","no_leading_number"
"SEPT1000",94,"PO 421002","Grimes","IA","50111","no_leading_number"
"SEPT1000",45,"Job # 415-004","Grimes","IA","50111","no_leading_number"
"SEPT1000",58,"416-009","Grimes","IA","50111","no_leading_number"
"SEPT1000",55,"416006","Grimes","IA","50111","no_leading_number"
"SEPT1000",69,"Job #417009","Grimes","IA","50111","no_leading_number"
"SEPT1000",67,"PO#2666","Grimes","IA","50111","no_leading_number"
"SEPT1000",43,"Job # 413013","Grimes","IA","50111","no_leading_number"
"SEPT1000",47,"Job # 5-15014","Grimes","IA","50111","no_leading_number"
"SEPT1000",110,"Job# 424006","Grimes","IA","50111","no_leading_number"
"SOMM1000",63,"Rental 9 & 10","Grimes","IA","50111","no_leading_number"
"STER1000",32,"Job-983","Grimes","IA","50111","no_leading_number"
"STER1000",13,"Job #-795","Grimes","IA","50111","no_leading_number"
"STER1000",36,"Job 1027","Grimes","IA","50111","no_leading_number"
"STER1000",29,"47th Street","Grimes","IA","50111","no_leading_number"
"STER1000",20,"Job #-861","Grimes","IA","50111","no_leading_number"
"STER1000",38,"Job-1007","Grimes","IA","50111","no_leading_number"
"STER1000",26,"Job #-885","Grimes","IA","50111","no_leading_number"
"STER1000",28,"72nd Street","Grimes","IA","50111","no_leading_number"
"STER1000",21,"Center Point #851","Grimes","IA","50111","no_leading_number"
"STRA1500",3,"2017,2019 NE Heritage Drive","Grimes","IA","50111","no_leading_number"
"STUR1100",4,"164th","Grimes","IA","50111","no_leading_number"
